input_size,seq_len,target_len,patch_size,use_attention,batch_size,hidden_dim,n_layers,lr,drop_prob,weight_decay,grad_clip_norm,warmup_epochs,final_train_loss,final_valid_loss,MAPE,SMAPE,MAE,RMSE,RRSE,CORR
7,72,24,1,False,256,64,2,0.001,0,0,1.0,5,0.0008187943021766841,0.0003739739186130464,249543.07040038813,1.9039911044132136,12.832734999197143,13.781566393531769,4.055812527304329,-0.007281769618777836
