input_size,seq_len,target_len,patch_size,use_attention,batch_size,hidden_dim,n_layers,lr,drop_prob,weight_decay,grad_clip_norm,warmup_epochs,final_train_loss,final_valid_loss,MAPE,SMAPE,MAE,RMSE,RRSE,CORR
11,72,24,1,False,256,64,2,0.001,0,0,1.0,5,0.0031740597914904356,0.0011718974500480625,213188.04383618457,1.7984887378938965,11.550676004619058,13.024913582277126,3.8331352304662167,0.015301262458166489
